state,place,year,session,commodity,area,production
Madhya Pradesh,INDORE,2007,Whole Year ,Potato,18738.00,269665.00
Madhya Pradesh,INDORE,2008,Whole Year ,Potato,16482.00,211865.00
Madhya Pradesh,INDORE,2009,Whole Year ,Potato,17280.00,235280.00
Madhya Pradesh,INDORE,2010,Whole Year ,Potato,21908.00,155782.00
Madhya Pradesh,INDORE,2011,Whole Year ,Potato,21930.00,311346.00
Madhya Pradesh,INDORE,2012,Whole Year ,Potato,20425.00,256196.00
Madhya Pradesh,INDORE,2013,Whole Year ,Potato,20124.00,215885.00
Madhya Pradesh,JABALPUR,1999,Whole Year ,Potato,323.00,4035.00
Madhya Pradesh,JABALPUR,2001,Whole Year ,Potato,313.00,4841.00
Madhya Pradesh,JABALPUR,2002,Whole Year ,Potato,338.00,4963.00
Madhya Pradesh,JABALPUR,2003,Whole Year ,Potato,322.00,5265.00
Madhya Pradesh,JABALPUR,2004,Whole Year ,Potato,320.00,6584.00
Madhya Pradesh,JABALPUR,2005,Whole Year ,Potato,350.00,6811.00
Madhya Pradesh,JABALPUR,2006,Whole Year ,Potato,395.00,7627.00
Madhya Pradesh,JABALPUR,2007,Whole Year ,Potato,601.00,5772.00
Madhya Pradesh,JABALPUR,2008,Whole Year ,Potato,304.00,4920.00
Madhya Pradesh,JABALPUR,2009,Whole Year ,Potato,280.00,3629.00
Madhya Pradesh,JABALPUR,2010,Whole Year ,Potato,305.00,5127.00
Madhya Pradesh,JABALPUR,2011,Whole Year ,Potato,375.00,6888.00
Madhya Pradesh,JABALPUR,2012,Whole Year ,Potato,334.00,5541.00
Madhya Pradesh,JABALPUR,2013,Whole Year ,Potato,229.00,3254.00
Madhya Pradesh,JHABUA,1999,Whole Year ,Potato,17.00,153.00
Madhya Pradesh,JHABUA,2001,Whole Year ,Potato,6.00,56.00
Madhya Pradesh,JHABUA,2002,Whole Year ,Potato,9.00,84.00
Madhya Pradesh,JHABUA,2003,Whole Year ,Potato,15.00,192.00
Madhya Pradesh,JHABUA,2004,Whole Year ,Potato,10.00,135.00
Madhya Pradesh,JHABUA,2005,Whole Year ,Potato,10.00,121.00
Madhya Pradesh,JHABUA,2006,Whole Year ,Potato,16.00,250.00
Madhya Pradesh,JHABUA,2007,Whole Year ,Potato,8.00,90.00
Madhya Pradesh,JHABUA,2008,Whole Year ,Potato,5.00,50.00
Madhya Pradesh,JHABUA,2009,Whole Year ,Potato,4.00,40.00
Madhya Pradesh,JHABUA,2010,Whole Year ,Potato,11.00,109.00
Madhya Pradesh,JHABUA,2011,Whole Year ,Potato,14.00,144.00
Madhya Pradesh,JHABUA,2012,Whole Year ,Potato,9.00,95.00
Madhya Pradesh,JHABUA,2013,Whole Year ,Potato,18.00,228.00
Madhya Pradesh,KATNI,1999,Whole Year ,Potato,495.00,4676.00
Madhya Pradesh,KATNI,2001,Whole Year ,Potato,575.00,6979.00
Madhya Pradesh,KATNI,2002,Whole Year ,Potato,688.00,6566.00
Madhya Pradesh,KATNI,2003,Whole Year ,Potato,670.00,7682.00
Madhya Pradesh,KATNI,2004,Whole Year ,Potato,665.00,7538.00
Madhya Pradesh,KATNI,2005,Whole Year ,Potato,733.00,7128.00
Madhya Pradesh,KATNI,2006,Whole Year ,Potato,750.00,5863.00
Madhya Pradesh,KATNI,2007,Whole Year ,Potato,662.00,4858.00
Madhya Pradesh,KATNI,2008,Whole Year ,Potato,835.00,7335.00
Madhya Pradesh,KATNI,2009,Whole Year ,Potato,661.00,4738.00
Madhya Pradesh,KATNI,2010,Whole Year ,Potato,1023.00,3864.00
Madhya Pradesh,KATNI,2011,Whole Year ,Potato,976.00,7160.00
Madhya Pradesh,KATNI,2012,Whole Year ,Potato,1340.00,15084.00
Madhya Pradesh,KATNI,2013,Whole Year ,Potato,1349.00,19146.00
Madhya Pradesh,KHANDWA,1999,Whole Year ,Potato,341.00,2597.00
Madhya Pradesh,KHANDWA,2001,Whole Year ,Potato,88.00,1014.00
Madhya Pradesh,KHANDWA,2002,Whole Year ,Potato,277.00,3487.00
Madhya Pradesh,KHANDWA,2003,Whole Year ,Potato,316.00,3435.00
Madhya Pradesh,KHANDWA,2004,Whole Year ,Potato,370.00,4264.00
Madhya Pradesh,KHANDWA,2005,Whole Year ,Potato,394.00,4698.00
Madhya Pradesh,KHANDWA,2006,Whole Year ,Potato,406.00,5603.00
Madhya Pradesh,KHANDWA,2007,Whole Year ,Potato,431.00,4786.00
Madhya Pradesh,KHANDWA,2008,Whole Year ,Potato,350.00,3761.00
Madhya Pradesh,KHANDWA,2009,Whole Year ,Potato,427.00,4187.00
Madhya Pradesh,KHANDWA,2010,Whole Year ,Potato,508.00,5776.00
Madhya Pradesh,KHANDWA,2011,Whole Year ,Potato,461.00,5280.00
Madhya Pradesh,KHANDWA,2012,Whole Year ,Potato,428.00,4425.00
Madhya Pradesh,KHANDWA,2013,Whole Year ,Potato,428.00,4597.00
Madhya Pradesh,KHARGONE,1999,Whole Year ,Potato,120.00,972.00
Madhya Pradesh,KHARGONE,2001,Whole Year ,Potato,133.00,1457.00
Madhya Pradesh,KHARGONE,2002,Whole Year ,Potato,179.00,1933.00
Madhya Pradesh,KHARGONE,2003,Whole Year ,Potato,174.00,1893.00
Madhya Pradesh,KHARGONE,2004,Whole Year ,Potato,189.00,2258.00
Madhya Pradesh,KHARGONE,2005,Whole Year ,Potato,74.00,740.00
Madhya Pradesh,KHARGONE,2006,Whole Year ,Potato,84.00,834.00
Madhya Pradesh,KHARGONE,2007,Whole Year ,Potato,85.00,860.00
Madhya Pradesh,KHARGONE,2008,Whole Year ,Potato,57.00,400.00
Madhya Pradesh,KHARGONE,2009,Whole Year ,Potato,123.00,959.00
Madhya Pradesh,KHARGONE,2010,Whole Year ,Potato,54.00,480.00
Madhya Pradesh,KHARGONE,2011,Whole Year ,Potato,71.00,636.00
Madhya Pradesh,KHARGONE,2012,Whole Year ,Potato,50.00,422.00
Madhya Pradesh,KHARGONE,2013,Whole Year ,Potato,71.00,583.00
Madhya Pradesh,MANDLA,1999,Whole Year ,Potato,193.00,1375.00
Madhya Pradesh,MANDLA,2001,Whole Year ,Potato,143.00,1309.00
Madhya Pradesh,MANDLA,2002,Whole Year ,Potato,166.00,1372.00
Madhya Pradesh,MANDLA,2003,Whole Year ,Potato,198.00,1938.00
Madhya Pradesh,MANDLA,2004,Whole Year ,Potato,210.00,2295.00
Madhya Pradesh,MANDLA,2005,Whole Year ,Potato,195.00,1869.00
Madhya Pradesh,MANDLA,2006,Whole Year ,Potato,189.00,1799.00
Madhya Pradesh,MANDLA,2007,Whole Year ,Potato,198.00,1768.00
Madhya Pradesh,MANDLA,2008,Whole Year ,Potato,198.00,1579.00
Madhya Pradesh,MANDLA,2009,Whole Year ,Potato,186.00,1322.00
Madhya Pradesh,MANDLA,2010,Whole Year ,Potato,200.00,1322.00
Madhya Pradesh,MANDLA,2011,Whole Year ,Potato,533.00,3607.00
Madhya Pradesh,MANDLA,2012,Whole Year ,Potato,297.00,2366.00
Madhya Pradesh,MANDLA,2013,Whole Year ,Potato,289.00,5242.00
Madhya Pradesh,MANDSAUR,1999,Whole Year ,Potato,33.00,476.00
Madhya Pradesh,MANDSAUR,2001,Whole Year ,Potato,25.00,344.00
Madhya Pradesh,MANDSAUR,2002,Whole Year ,Potato,7.00,89.00
Madhya Pradesh,MANDSAUR,2003,Whole Year ,Potato,11.00,165.00
Madhya Pradesh,MANDSAUR,2004,Whole Year ,Potato,24.00,422.00
Madhya Pradesh,MANDSAUR,2005,Whole Year ,Potato,26.00,276.00
Madhya Pradesh,MANDSAUR,2006,Whole Year ,Potato,46.00,741.00
Madhya Pradesh,MANDSAUR,2007,Whole Year ,Potato,30.00,394.00
Madhya Pradesh,MANDSAUR,2008,Whole Year ,Potato,18.00,214.00
Madhya Pradesh,MANDSAUR,2009,Whole Year ,Potato,12.00,131.00
Madhya Pradesh,MANDSAUR,2010,Whole Year ,Potato,22.00,218.00
Madhya Pradesh,MANDSAUR,2011,Whole Year ,Potato,39.00,566.00
Madhya Pradesh,MANDSAUR,2012,Whole Year ,Potato,25.00,334.00
Madhya Pradesh,MANDSAUR,2013,Whole Year ,Potato,24.00,291.00
Madhya Pradesh,MORENA,1999,Whole Year ,Potato,857.00,7954.00
Madhya Pradesh,MORENA,2001,Whole Year ,Potato,507.00,6142.00
Madhya Pradesh,MORENA,2002,Whole Year ,Potato,564.00,5805.00
Madhya Pradesh,MORENA,2003,Whole Year ,Potato,651.00,6862.00
Madhya Pradesh,MORENA,2004,Whole Year ,Potato,395.00,4811.00
Madhya Pradesh,MORENA,2005,Whole Year ,Potato,555.00,7244.00
Madhya Pradesh,MORENA,2006,Whole Year ,Potato,914.00,11435.00
Madhya Pradesh,MORENA,2007,Whole Year ,Potato,1691.00,18113.00
Madhya Pradesh,MORENA,2008,Whole Year ,Potato,2005.00,22135.00
Madhya Pradesh,MORENA,2009,Whole Year ,Potato,2091.00,20920.00
Madhya Pradesh,MORENA,2010,Whole Year ,Potato,2483.00,23698.00
Madhya Pradesh,MORENA,2011,Whole Year ,Potato,2454.00,24072.00
Madhya Pradesh,MORENA,2012,Whole Year ,Potato,1849.00,43168.00
Madhya Pradesh,MORENA,2013,Whole Year ,Potato,2076.00,38289.00
Madhya Pradesh,NARSINGHPUR,1999,Whole Year ,Potato,518.00,9498.00
Madhya Pradesh,NARSINGHPUR,2001,Whole Year ,Potato,606.00,14277.00
Madhya Pradesh,NARSINGHPUR,2002,Whole Year ,Potato,609.00,11600.00
Madhya Pradesh,NARSINGHPUR,2003,Whole Year ,Potato,594.00,11754.00
Madhya Pradesh,NARSINGHPUR,2004,Whole Year ,Potato,591.00,13062.00
Madhya Pradesh,NARSINGHPUR,2005,Whole Year ,Potato,619.00,13101.00
Madhya Pradesh,NARSINGHPUR,2006,Whole Year ,Potato,548.00,11507.00
Madhya Pradesh,NARSINGHPUR,2007,Whole Year ,Potato,588.00,11586.00
Madhya Pradesh,NARSINGHPUR,2008,Whole Year ,Potato,491.00,8642.00
Madhya Pradesh,NARSINGHPUR,2009,Whole Year ,Potato,453.00,7658.00
Madhya Pradesh,NARSINGHPUR,2010,Whole Year ,Potato,901.00,13766.00
Madhya Pradesh,NARSINGHPUR,2011,Whole Year ,Potato,761.00,12338.00
Madhya Pradesh,NARSINGHPUR,2012,Whole Year ,Potato,753.00,15964.00
Madhya Pradesh,NARSINGHPUR,2013,Whole Year ,Potato,603.00,10417.00
Madhya Pradesh,NEEMUCH,2001,Whole Year ,Potato,4.00,55.00
Madhya Pradesh,NEEMUCH,2002,Whole Year ,Potato,3.00,38.00
Madhya Pradesh,NEEMUCH,2005,Whole Year ,Potato,2.00,23.00
Madhya Pradesh,NEEMUCH,2006,Whole Year ,Potato,3.00,56.00
Madhya Pradesh,NEEMUCH,2007,Whole Year ,Potato,2.00,28.00
Madhya Pradesh,NEEMUCH,2008,Whole Year ,Potato,18.00,234.00
Madhya Pradesh,NEEMUCH,2009,Whole Year ,Potato,4.00,47.00
Madhya Pradesh,NEEMUCH,2010,Whole Year ,Potato,8.00,103.00
Madhya Pradesh,NEEMUCH,2011,Whole Year ,Potato,8.00,95.00
Madhya Pradesh,NEEMUCH,2012,Whole Year ,Potato,9.00,156.00
Madhya Pradesh,NEEMUCH,2013,Whole Year ,Potato,6.00,64.00
Madhya Pradesh,PANNA,1999,Whole Year ,Potato,511.00,3717.00
Madhya Pradesh,PANNA,2001,Whole Year ,Potato,484.00,4358.00
Madhya Pradesh,PANNA,2002,Whole Year ,Potato,629.00,5109.00
Madhya Pradesh,PANNA,2003,Whole Year ,Potato,615.00,5717.00
Madhya Pradesh,PANNA,2004,Whole Year ,Potato,630.00,6196.00
Madhya Pradesh,PANNA,2005,Whole Year ,Potato,631.00,3901.00
Madhya Pradesh,PANNA,2006,Whole Year ,Potato,567.00,3478.00
Madhya Pradesh,PANNA,2007,Whole Year ,Potato,457.00,2630.00
Madhya Pradesh,PANNA,2008,Whole Year ,Potato,667.00,3429.00
Madhya Pradesh,PANNA,2009,Whole Year ,Potato,905.00,7130.00
Madhya Pradesh,PANNA,2010,Whole Year ,Potato,1099.00,4062.00
Madhya Pradesh,PANNA,2011,Whole Year ,Potato,1480.00,8266.00
Madhya Pradesh,PANNA,2012,Whole Year ,Potato,1495.00,18463.00
Madhya Pradesh,PANNA,2013,Whole Year ,Potato,1683.00,25423.00
Madhya Pradesh,RAISEN,1999,Whole Year ,Potato,177.00,3145.00
Madhya Pradesh,RAISEN,2001,Whole Year ,Potato,144.00,2260.00
Madhya Pradesh,RAISEN,2002,Whole Year ,Potato,128.00,1883.00
Madhya Pradesh,RAISEN,2003,Whole Year ,Potato,169.00,2778.00
Madhya Pradesh,RAISEN,2004,Whole Year ,Potato,168.00,3084.00
Madhya Pradesh,RAISEN,2005,Whole Year ,Potato,186.00,2898.00
Madhya Pradesh,RAISEN,2006,Whole Year ,Potato,212.00,3278.00
Madhya Pradesh,RAISEN,2007,Whole Year ,Potato,166.00,2409.00
Madhya Pradesh,RAISEN,2008,Whole Year ,Potato,181.00,2345.00
Madhya Pradesh,RAISEN,2009,Whole Year ,Potato,209.00,2677.00
Madhya Pradesh,RAISEN,2010,Whole Year ,Potato,233.00,2135.00
Madhya Pradesh,RAISEN,2011,Whole Year ,Potato,205.00,2839.00
Madhya Pradesh,RAISEN,2012,Whole Year ,Potato,267.00,3338.00
Madhya Pradesh,RAISEN,2013,Whole Year ,Potato,198.00,3625.00
Madhya Pradesh,RAJGARH,1999,Whole Year ,Potato,835.00,10620.00
Madhya Pradesh,RAJGARH,2001,Whole Year ,Potato,457.00,5752.00
Madhya Pradesh,RAJGARH,2002,Whole Year ,Potato,410.00,5021.00
Madhya Pradesh,RAJGARH,2003,Whole Year ,Potato,799.00,13118.00
Madhya Pradesh,RAJGARH,2004,Whole Year ,Potato,763.00,14379.00
Madhya Pradesh,RAJGARH,2005,Whole Year ,Potato,621.00,7627.00
Madhya Pradesh,RAJGARH,2006,Whole Year ,Potato,601.00,9809.00
Madhya Pradesh,RAJGARH,2007,Whole Year ,Potato,770.00,12423.00
Madhya Pradesh,RAJGARH,2008,Whole Year ,Potato,765.00,9768.00
Madhya Pradesh,RAJGARH,2009,Whole Year ,Potato,868.00,12366.00
Madhya Pradesh,RAJGARH,2010,Whole Year ,Potato,1090.00,12196.00
Madhya Pradesh,RAJGARH,2011,Whole Year ,Potato,1278.00,20926.00
Madhya Pradesh,RAJGARH,2012,Whole Year ,Potato,1063.00,22168.00
Madhya Pradesh,RAJGARH,2013,Whole Year ,Potato,1057.00,14738.00
Madhya Pradesh,RATLAM,1999,Whole Year ,Potato,680.00,11372.00
Madhya Pradesh,RATLAM,2001,Whole Year ,Potato,86.00,1386.00
Madhya Pradesh,RATLAM,2002,Whole Year ,Potato,53.00,801.00
Madhya Pradesh,RATLAM,2003,Whole Year ,Potato,189.00,3899.00
Madhya Pradesh,RATLAM,2004,Whole Year ,Potato,277.00,6621.00
Madhya Pradesh,RATLAM,2005,Whole Year ,Potato,276.00,5395.00
Madhya Pradesh,RATLAM,2006,Whole Year ,Potato,154.00,2987.00
Madhya Pradesh,RATLAM,2007,Whole Year ,Potato,326.00,5934.00
Madhya Pradesh,RATLAM,2008,Whole Year ,Potato,376.00,5731.00
Madhya Pradesh,RATLAM,2009,Whole Year ,Potato,146.00,2347.00
Madhya Pradesh,RATLAM,2010,Whole Year ,Potato,214.00,2402.00
Madhya Pradesh,RATLAM,2011,Whole Year ,Potato,222.00,4480.00
Madhya Pradesh,RATLAM,2012,Whole Year ,Potato,160.00,3400.00
Madhya Pradesh,RATLAM,2013,Whole Year ,Potato,193.00,4129.00
Madhya Pradesh,REWA,1999,Whole Year ,Potato,1160.00,9283.00
Madhya Pradesh,REWA,2001,Whole Year ,Potato,1272.00,12657.00
Madhya Pradesh,REWA,2002,Whole Year ,Potato,1302.00,11133.00
Madhya Pradesh,REWA,2003,Whole Year ,Potato,1256.00,10999.00
Madhya Pradesh,REWA,2004,Whole Year ,Potato,1380.00,12270.00
Madhya Pradesh,REWA,2005,Whole Year ,Potato,1357.00,15182.00
Madhya Pradesh,REWA,2006,Whole Year ,Potato,1393.00,13916.00
Madhya Pradesh,REWA,2007,Whole Year ,Potato,1338.00,13938.00
Madhya Pradesh,REWA,2008,Whole Year ,Potato,1522.00,14160.00
Madhya Pradesh,REWA,2009,Whole Year ,Potato,1575.00,14487.00
Madhya Pradesh,REWA,2010,Whole Year ,Potato,2138.00,13581.00
Madhya Pradesh,REWA,2011,Whole Year ,Potato,2180.00,20237.00
Madhya Pradesh,REWA,2012,Whole Year ,Potato,2270.00,25166.00
Madhya Pradesh,REWA,2013,Whole Year ,Potato,2463.00,40253.00
Madhya Pradesh,SAGAR,1999,Whole Year ,Potato,1485.00,13614.00
Madhya Pradesh,SAGAR,2001,Whole Year ,Potato,1627.00,14743.00
Madhya Pradesh,SAGAR,2002,Whole Year ,Potato,1643.00,13957.00
Madhya Pradesh,SAGAR,2003,Whole Year ,Potato,1960.00,20800.00
Madhya Pradesh,SAGAR,2004,Whole Year ,Potato,1897.00,20273.00
Madhya Pradesh,SAGAR,2005,Whole Year ,Potato,1905.00,18600.00
Madhya Pradesh,SAGAR,2006,Whole Year ,Potato,2034.00,19703.00
Madhya Pradesh,SAGAR,2007,Whole Year ,Potato,1850.00,16206.00
Madhya Pradesh,SAGAR,2008,Whole Year ,Potato,1892.00,16760.00
Madhya Pradesh,SAGAR,2009,Whole Year ,Potato,1878.00,16446.00
Madhya Pradesh,SAGAR,2010,Whole Year ,Potato,2611.00,12649.00
Madhya Pradesh,SAGAR,2011,Whole Year ,Potato,3038.00,23032.00
Madhya Pradesh,SAGAR,2012,Whole Year ,Potato,2782.00,19327.00
Madhya Pradesh,SAGAR,2013,Whole Year ,Potato,2543.00,24882.00
Madhya Pradesh,SATNA,1999,Whole Year ,Potato,1462.00,12326.00
Madhya Pradesh,SATNA,2001,Whole Year ,Potato,1485.00,14849.00
Madhya Pradesh,SATNA,2002,Whole Year ,Potato,1521.00,14258.00
Madhya Pradesh,SATNA,2003,Whole Year ,Potato,1745.00,17310.00
Madhya Pradesh,SATNA,2004,Whole Year ,Potato,1792.00,19213.00
Madhya Pradesh,SATNA,2005,Whole Year ,Potato,1849.00,17941.00
Madhya Pradesh,SATNA,2006,Whole Year ,Potato,1777.00,12831.00
Madhya Pradesh,SATNA,2007,Whole Year ,Potato,1827.00,9802.00
Madhya Pradesh,SATNA,2008,Whole Year ,Potato,1912.00,13019.00
Madhya Pradesh,SATNA,2009,Whole Year ,Potato,2074.00,16029.00
Madhya Pradesh,SATNA,2010,Whole Year ,Potato,3410.00,16264.00
Madhya Pradesh,SATNA,2011,Whole Year ,Potato,3432.00,24517.00
Madhya Pradesh,SATNA,2012,Whole Year ,Potato,3527.00,28759.00
Madhya Pradesh,SATNA,2013,Whole Year ,Potato,3536.00,27907.00
Madhya Pradesh,SEHORE,1999,Whole Year ,Potato,178.00,2344.00
Madhya Pradesh,SEHORE,2001,Whole Year ,Potato,77.00,1202.00
Madhya Pradesh,SEHORE,2002,Whole Year ,Potato,88.00,1289.00
Madhya Pradesh,SEHORE,2003,Whole Year ,Potato,117.00,1755.00
Madhya Pradesh,SEHORE,2004,Whole Year ,Potato,126.00,2111.00
Madhya Pradesh,SEHORE,2005,Whole Year ,Potato,14.00,147.00
Madhya Pradesh,SEHORE,2006,Whole Year ,Potato,118.00,1385.00
Madhya Pradesh,SEHORE,2007,Whole Year ,Potato,161.00,2131.00
Madhya Pradesh,SEHORE,2008,Whole Year ,Potato,142.00,2237.00
Madhya Pradesh,SEHORE,2009,Whole Year ,Potato,203.00,3241.00
Madhya Pradesh,SEHORE,2010,Whole Year ,Potato,330.00,3711.00
Madhya Pradesh,SEHORE,2011,Whole Year ,Potato,356.00,6480.00
Madhya Pradesh,SEHORE,2012,Whole Year ,Potato,377.00,6883.00
Madhya Pradesh,SEHORE,2013,Whole Year ,Potato,413.00,5151.00
Madhya Pradesh,SEONI,1999,Whole Year ,Potato,609.00,11210.00
Madhya Pradesh,SEONI,2001,Whole Year ,Potato,597.00,14119.00
Madhya Pradesh,SEONI,2002,Whole Year ,Potato,668.00,13824.00
Madhya Pradesh,SEONI,2003,Whole Year ,Potato,695.00,13677.00
Madhya Pradesh,SEONI,2004,Whole Year ,Potato,687.00,16261.00
Madhya Pradesh,SEONI,2005,Whole Year ,Potato,791.00,17020.00
Madhya Pradesh,SEONI,2006,Whole Year ,Potato,816.00,16258.00
Madhya Pradesh,SEONI,2007,Whole Year ,Potato,860.00,14932.00
Madhya Pradesh,SEONI,2008,Whole Year ,Potato,788.00,12222.00
Madhya Pradesh,SEONI,2009,Whole Year ,Potato,956.00,15785.00
Madhya Pradesh,SEONI,2010,Whole Year ,Potato,1060.00,17807.00
Madhya Pradesh,SEONI,2011,Whole Year ,Potato,1138.00,20630.00
Madhya Pradesh,SEONI,2012,Whole Year ,Potato,1137.00,24925.00
Madhya Pradesh,SEONI,2013,Whole Year ,Potato,1229.00,28147.00
Madhya Pradesh,SHAHDOL,1999,Whole Year ,Potato,530.00,4605.00
Madhya Pradesh,SHAHDOL,2001,Whole Year ,Potato,564.00,6296.00
Madhya Pradesh,SHAHDOL,2002,Whole Year ,Potato,585.00,6122.00
Madhya Pradesh,SHAHDOL,2003,Whole Year ,Potato,441.00,4727.00
Madhya Pradesh,SHAHDOL,2004,Whole Year ,Potato,498.00,5443.00
Madhya Pradesh,SHAHDOL,2005,Whole Year ,Potato,540.00,5780.00
Madhya Pradesh,SHAHDOL,2006,Whole Year ,Potato,584.00,6201.00
Madhya Pradesh,SHAHDOL,2007,Whole Year ,Potato,610.00,6079.00
Madhya Pradesh,SHAHDOL,2008,Whole Year ,Potato,592.00,4393.00
Madhya Pradesh,SHAHDOL,2009,Whole Year ,Potato,625.00,4584.00
Madhya Pradesh,SHAHDOL,2010,Whole Year ,Potato,684.00,4992.00
Madhya Pradesh,SHAHDOL,2011,Whole Year ,Potato,792.00,5718.00
Madhya Pradesh,SHAHDOL,2012,Whole Year ,Potato,848.00,12884.00
Madhya Pradesh,SHAHDOL,2013,Whole Year ,Potato,900.00,11574.00
Madhya Pradesh,SHAJAPUR,1999,Whole Year ,Potato,4650.00,62445.00
Madhya Pradesh,SHAJAPUR,2001,Whole Year ,Potato,2129.00,25870.00
Madhya Pradesh,SHAJAPUR,2002,Whole Year ,Potato,2172.00,24743.00
Madhya Pradesh,SHAJAPUR,2003,Whole Year ,Potato,3387.00,51365.00
Madhya Pradesh,SHAJAPUR,2004,Whole Year ,Potato,4106.00,64196.00
Madhya Pradesh,SHAJAPUR,2005,Whole Year ,Potato,3723.00,46094.00
Madhya Pradesh,SHAJAPUR,2006,Whole Year ,Potato,3991.00,61281.00
Madhya Pradesh,SHAJAPUR,2007,Whole Year ,Potato,4428.00,45578.00
Madhya Pradesh,SHAJAPUR,2008,Whole Year ,Potato,3525.00,38889.00
Madhya Pradesh,SHAJAPUR,2009,Whole Year ,Potato,4074.00,59248.00
Madhya Pradesh,SHAJAPUR,2010,Whole Year ,Potato,5864.00,49296.00
Madhya Pradesh,SHAJAPUR,2011,Whole Year ,Potato,6642.00,72311.00
Madhya Pradesh,SHAJAPUR,2012,Whole Year ,Potato,5845.00,99153.00
Madhya Pradesh,SHAJAPUR,2013,Whole Year ,Potato,6066.00,81474.00
Madhya Pradesh,SHEOPUR,1999,Whole Year ,Potato,29.00,303.00
Madhya Pradesh,SHEOPUR,2001,Whole Year ,Potato,19.00,216.00
Madhya Pradesh,SHEOPUR,2002,Whole Year ,Potato,1.00,10.00
Madhya Pradesh,SHEOPUR,2003,Whole Year ,Potato,11.00,101.00
Madhya Pradesh,SHEOPUR,2004,Whole Year ,Potato,21.00,256.00
Madhya Pradesh,SHEOPUR,2005,Whole Year ,Potato,108.00,1535.00
Madhya Pradesh,SHEOPUR,2006,Whole Year ,Potato,5.00,46.00
Madhya Pradesh,SHEOPUR,2007,Whole Year ,Potato,5.00,46.00
Madhya Pradesh,SHEOPUR,2008,Whole Year ,Potato,15.00,121.00
Madhya Pradesh,SHEOPUR,2009,Whole Year ,Potato,8.00,63.00
Madhya Pradesh,SHEOPUR,2010,Whole Year ,Potato,1.00,8.00
Madhya Pradesh,SHEOPUR,2012,Whole Year ,Potato,13.00,110.00
Madhya Pradesh,SHEOPUR,2013,Whole Year ,Potato,17.00,113.00
Madhya Pradesh,SHIVPURI,1999,Whole Year ,Potato,269.00,2965.00
Madhya Pradesh,SHIVPURI,2001,Whole Year ,Potato,485.00,7387.00
Madhya Pradesh,SHIVPURI,2002,Whole Year ,Potato,276.00,2776.00
Madhya Pradesh,SHIVPURI,2003,Whole Year ,Potato,367.00,5215.00
Madhya Pradesh,SHIVPURI,2004,Whole Year ,Potato,393.00,5787.00
Madhya Pradesh,SHIVPURI,2005,Whole Year ,Potato,367.00,4298.00
Madhya Pradesh,SHIVPURI,2006,Whole Year ,Potato,352.00,4089.00
Madhya Pradesh,SHIVPURI,2007,Whole Year ,Potato,304.00,2486.00
Madhya Pradesh,SHIVPURI,2008,Whole Year ,Potato,427.00,4852.00
Madhya Pradesh,SHIVPURI,2009,Whole Year ,Potato,413.00,4043.00
Madhya Pradesh,SHIVPURI,2010,Whole Year ,Potato,522.00,4796.00
Madhya Pradesh,SHIVPURI,2011,Whole Year ,Potato,563.00,5498.00
Madhya Pradesh,SHIVPURI,2012,Whole Year ,Potato,530.00,5030.00
Madhya Pradesh,SHIVPURI,2013,Whole Year ,Potato,655.00,5270.00
Madhya Pradesh,SIDHI,1999,Whole Year ,Potato,1537.00,15260.00
Madhya Pradesh,SIDHI,2001,Whole Year ,Potato,1583.00,16827.00
Madhya Pradesh,SIDHI,2002,Whole Year ,Potato,1578.00,15377.00
Madhya Pradesh,SIDHI,2003,Whole Year ,Potato,1654.00,16505.00
Madhya Pradesh,SIDHI,2004,Whole Year ,Potato,1599.00,23085.00
Madhya Pradesh,SIDHI,2005,Whole Year ,Potato,1600.00,19944.00
Madhya Pradesh,SIDHI,2006,Whole Year ,Potato,1629.00,17715.00
Madhya Pradesh,SIDHI,2007,Whole Year ,Potato,1633.00,16338.00
Madhya Pradesh,SIDHI,2008,Whole Year ,Potato,495.00,4601.00
Madhya Pradesh,SIDHI,2009,Whole Year ,Potato,542.00,5363.00
Madhya Pradesh,SIDHI,2010,Whole Year ,Potato,553.00,4221.00
Madhya Pradesh,SIDHI,2011,Whole Year ,Potato,545.00,6124.00
Madhya Pradesh,SIDHI,2012,Whole Year ,Potato,600.00,5793.00
Madhya Pradesh,SIDHI,2013,Whole Year ,Potato,606.00,9780.00
Madhya Pradesh,SINGRAULI,2008,Whole Year ,Potato,1096.00,10186.00
Madhya Pradesh,SINGRAULI,2009,Whole Year ,Potato,1103.00,13644.00
Madhya Pradesh,SINGRAULI,2010,Whole Year ,Potato,1138.00,10590.00
Madhya Pradesh,SINGRAULI,2011,Whole Year ,Potato,1143.00,11479.00
Madhya Pradesh,SINGRAULI,2012,Whole Year ,Potato,1159.00,17779.00
Madhya Pradesh,SINGRAULI,2013,Whole Year ,Potato,1189.00,12139.00
Madhya Pradesh,TIKAMGARH,1999,Whole Year ,Potato,1815.00,20260.00
Madhya Pradesh,TIKAMGARH,2001,Whole Year ,Potato,1951.00,27146.00
Madhya Pradesh,TIKAMGARH,2002,Whole Year ,Potato,1606.00,16115.00
Madhya Pradesh,TIKAMGARH,2003,Whole Year ,Potato,1636.00,20172.00
Madhya Pradesh,TIKAMGARH,2004,Whole Year ,Potato,1401.00,12863.00
Madhya Pradesh,TIKAMGARH,2005,Whole Year ,Potato,1227.00,11948.00
